edad,ingreso_mensual,talla_cm,peso_kg,temperatura_c,frecuencia_cardiaca,sensor_defectuoso,ciudad_Guadalajara,ciudad_Monterrey,ciudad_Puebla,ciudad_Toluca,tipo_servicio_estandar,tipo_servicio_premium,nivel_bajo,nivel_medio
-0.7,0.0,-1.2537118742794426,1.4652105477016115,1.3070820067885245,-0.6379798435661044,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.5,0.0,1.6575470215824077,1.1421378174269896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.1,-0.24354962810977174,1.1115996915956745,-1.0643153936521503,-1.6509195643405838,2.5324887031647227,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.2,4.549218816106694,-1.8468660701772488,0.5434265094258601,0.0,-1.099606486589253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3,-0.8558091818414978,1.031300246433304,0.7370839365328631,-0.4380355164168002,0.8040128181891064,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.2,-0.3218261092587843,-0.4642031285332852,0.445357443393038,0.6519066136277122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.5,-0.9609643498332906,-1.7988139231184421,1.5854970486521578,0.42056390761311374,-0.10500827760582651,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-1.6,0.5026929982046678,0.17996230274091787,1.683569797269543,-0.863713478872543,0.0,1.091198903,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,-0.88032828930495,1.2958049236359626,0.2014372384174006,-0.46933121981205617,0.7428245064840208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.9,0.0,0.2393699512184701,1.163179006771439,0.19921682889938033,-0.9395280383280351,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.4,-1.0850987432675046,-1.6744360939180964,0.02197718696736628,0.0,-0.02927776174939322,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.7,-0.9334701205437291,0.0,-1.4322661561756713,-0.9742388643261222,1.597405652326351,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.5,0.0,0.0,-0.5524890481954104,-0.5405224159414999,-1.719500293628987,-0.043198953000000005,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,-0.24529366504231853,1.0368753427178818,0.10372624183726137,-0.15071265358867303,1.886974682141269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.2,-1.0240574506283662,0.11889452346016986,0.0,0.32569851269751837,-0.037569491740090076,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-1.3,0.0,0.0,0.0,-2.605414654851672,-0.7370163810805677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.5,-0.8720184662734034,0.40543505549979414,0.24571106112795826,-0.19646427178259915,0.04352180734035785,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-1.2,2.6572967427545526,-0.6778683630783514,0.3310544856668111,0.27392645861572024,-0.991162469924251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3,0.8743780456527315,1.232270515871022,-1.3155062690799475,-0.2508779033829103,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.6,0.0,0.0,-1.180812235696972,0.5188704993480078,0.16729521554654275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.6,-1.4213901000256477,-1.433693316210222,-0.40538977314280294,-0.15281254429192997,-0.4651640893358755,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-1.0,0.0,-1.6967602091264053,0.283560518715541,0.919168562925587,0.5046652426821698,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.7,0.0,-0.08670389431508894,-0.029388052571942602,0.0,-0.6128972986577115,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.7,0.0,-0.607259526282593,0.9027703920588998,-1.2089277439173067,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.9,-0.36193895870736087,0.0,-0.04303090770118236,-0.01389156595515061,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.8,2.3043857399333163,-0.9764352603170872,-0.48710595541067875,0.8322824324114426,0.07608743858835493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.5,-0.8875096178507309,-0.6897991946775472,-0.9608479679740185,-0.06601488862369893,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.4,-0.1513208515003847,0.0,1.4926279236105486,-0.040254982561448556,0.3310365551202275,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-1.6,3.6273916388817646,-0.8992635935137675,0.0670427522626484,0.7479097996372248,-1.0764838324065682,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.1,0.6699153629135676,-1.6665285509248087,1.0452761383493532,0.9052669170146433,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.7,-0.6134906386252885,0.3704876073452513,0.6094437139614057,-0.656056781634824,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-2.1,0.38532957168504745,0.08515600106073686,0.0,0.2948476141595438,-1.0719467787489225,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-1.4,0.009951269556296487,1.0023855394707843,-0.12350980953233877,-0.43472565927664625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-1.7,-0.2303154655039754,0.2811947632957747,-0.3896377580854609,-2.5473832770788363,-0.2991431438050587,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.0,-0.1295811363495327,-0.5282010228880958,-1.3898414748945462,2.3383903555675527,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.3,1.380456527314696,-0.22692274030825682,1.0395671388201668,0.8169210087339175,-0.7996194064035385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.2,0.9062836624775583,0.49920263672735665,-0.0612818473120883,-0.2543685420279017,0.6261163297357628,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
6.2,2.2723775327006925,-1.6922990281228516,-0.15837779052994183,-0.5910659450295229,-0.48373595554865156,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.8,0.41908181585021803,0.34205715255223473,0.24149688597234867,1.317252582087907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.6,-0.2529879456270839,0.3015201950945464,-0.34674440442820625,-1.0883614357019777,0.07616667937090581,-0.85524558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.5,0.6492946909463965,0.0,0.2165165821636316,-0.9085905000520099,-1.9012492034115251,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.2,0.18681713259810206,-0.1885395369911591,-0.29350062019292145,0.0,0.82352729391434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.6,-0.7557835342395486,-2.1164453024389522,-0.7799500278388573,0.0,-0.5275649443599411,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
